,event_id,event_name,start_datetime,end_datetime,event_agency,event_type,event_borough,event_location,event_street_side,street_closure_type,community_board,police_precinct,long,lat
0,380017,Columbia Greenmarket,2018-09-02T08:00:00+00:00,2018-09-02T17:00:00+00:00,Street Activity Permit Office,Farmers Market,Manhattan,BROADWAY between WEST 114 STREET and WEST 116 STREET,East,Sidewalk and Curb Lane Closure,9,26,-73.9651341,40.8070418
1,380017,Columbia Greenmarket,2018-09-06T08:00:00+00:00,2018-09-06T17:00:00+00:00,Street Activity Permit Office,Farmers Market,Manhattan,BROADWAY between WEST 114 STREET and WEST 116 STREET,East,Sidewalk and Curb Lane Closure,9,26,-73.9651341,40.8070418
2,380017,Columbia Greenmarket,2018-09-09T08:00:00+00:00,2018-09-09T17:00:00+00:00,Street Activity Permit Office,Farmers Market,Manhattan,BROADWAY between WEST 114 STREET and WEST 116 STREET,East,Sidewalk and Curb Lane Closure,9,26,-73.9651341,40.8070418
3,380504,St. Anthony Flea Market,2018-01-05T09:00:00+00:00,2018-12-16T18:00:00+00:00,Street Activity Permit Office,Sidewalk Sale,Manhattan,WEST HOUSTON STREET between THOMPSON STREET and MACDOUGAL STREET,South,Sidewalk and Curb Lane Closure,2,"1, 6",-74.0008233,40.7272283
4,380861,2018 NO AMPLIFIED SOUND,2018-08-18T08:00:00+00:00,2018-08-18T20:00:00+00:00,Parks Department,Special Event,Manhattan,Tompkins Square Park: Old Bandshell,,,3,9,,
5,380861,2018 NO AMPLIFIED SOUND,2018-08-19T08:00:00+00:00,2018-08-19T20:00:00+00:00,Parks Department,Special Event,Manhattan,Tompkins Square Park: Old Bandshell,,,3,9,,
6,380861,2018 NO AMPLIFIED SOUND,2018-09-01T08:00:00+00:00,2018-09-01T20:00:00+00:00,Parks Department,Special Event,Manhattan,Tompkins Square Park: Old Bandshell,,,3,9,,
7,380861,2018 NO AMPLIFIED SOUND,2018-09-02T08:00:00+00:00,2018-09-02T20:00:00+00:00,Parks Department,Special Event,Manhattan,Tompkins Square Park: Old Bandshell,,,3,9,,
8,380902,Giglio Feast of Sant Antonio,2018-08-09T18:00:00+00:00,2018-08-12T22:00:00+00:00,Street Activity Permit Office,Street Festival,Manhattan,PLEASANT AVENUE between EAST 114 STREET and EAST 116 STREET,Full,Full Street Closure,11,"23, 25",-73.9340817,40.79377179999999
9,380923,2018 NO AMPLIFIED SOUND,2018-08-11T08:00:00+00:00,2018-08-11T20:00:00+00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Bandshell,,,10,30,-73.942442,40.82430799999999
10,380923,2018 NO AMPLIFIED SOUND,2018-08-12T08:00:00+00:00,2018-08-12T20:00:00+00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Bandshell,,,10,30,-73.942442,40.82430799999999
11,380923,2018 NO AMPLIFIED SOUND,2018-08-25T08:00:00+00:00,2018-08-25T20:00:00+00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Bandshell,,,10,30,-73.942442,40.82430799999999
12,380923,2018 NO AMPLIFIED SOUND,2018-08-26T08:00:00+00:00,2018-08-26T20:00:00+00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Bandshell,,,10,30,-73.942442,40.82430799999999
13,380923,2018 NO AMPLIFIED SOUND,2018-09-08T08:00:00+00:00,2018-09-08T20:00:00+00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Bandshell,,,10,30,-73.942442,40.82430799999999
14,380923,2018 NO AMPLIFIED SOUND,2018-09-09T08:00:00+00:00,2018-09-09T20:00:00+00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Bandshell,,,10,30,-73.942442,40.82430799999999
15,381041,2018 NO AMPLIFIED SOUND,2018-08-12T08:00:00+00:00,2018-08-12T20:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: Amphitheater,,,3,7,-73.9777869,40.7111166
16,381041,2018 NO AMPLIFIED SOUND,2018-08-19T08:00:00+00:00,2018-08-19T20:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: Amphitheater,,,3,7,-73.9777869,40.7111166
17,381041,2018 NO AMPLIFIED SOUND,2018-08-26T08:00:00+00:00,2018-08-26T20:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: Amphitheater,,,3,7,-73.9777869,40.7111166
18,381041,2018 NO AMPLIFIED SOUND,2018-09-02T08:00:00+00:00,2018-09-02T20:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: Amphitheater,,,3,7,-73.9777869,40.7111166
19,381041,2018 NO AMPLIFIED SOUND,2018-09-09T08:00:00+00:00,2018-09-09T20:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: Amphitheater,,,3,7,-73.9777869,40.7111166
20,381045,2018 NO AMPLIFIED SOUND,2018-08-11T08:00:00+00:00,2018-08-11T20:00:00+00:00,Parks Department,Special Event,Manhattan,Marcus Garvey Park: Amphitheater,,,11,25,-73.9437629,40.8044257
21,381045,2018 NO AMPLIFIED SOUND,2018-08-12T08:00:00+00:00,2018-08-12T20:00:00+00:00,Parks Department,Special Event,Manhattan,Marcus Garvey Park: Amphitheater,,,11,25,-73.9437629,40.8044257
22,381045,2018 NO AMPLIFIED SOUND,2018-08-25T08:00:00+00:00,2018-08-25T20:00:00+00:00,Parks Department,Special Event,Manhattan,Marcus Garvey Park: Amphitheater,,,11,25,-73.9437629,40.8044257
23,381045,2018 NO AMPLIFIED SOUND,2018-08-26T08:00:00+00:00,2018-08-26T20:00:00+00:00,Parks Department,Special Event,Manhattan,Marcus Garvey Park: Amphitheater,,,11,25,-73.9437629,40.8044257
24,381045,2018 NO AMPLIFIED SOUND,2018-09-08T08:00:00+00:00,2018-09-08T20:00:00+00:00,Parks Department,Special Event,Manhattan,Marcus Garvey Park: Amphitheater,,,11,25,-73.9437629,40.8044257
25,381045,2018 NO AMPLIFIED SOUND,2018-09-09T08:00:00+00:00,2018-09-09T20:00:00+00:00,Parks Department,Special Event,Manhattan,Marcus Garvey Park: Amphitheater,,,11,25,-73.9437629,40.8044257
26,381422,SummerScreen,2018-08-22T18:00:00+00:00,2018-08-22T22:00:00+00:00,Parks Department,Special Event,Brooklyn,"McCarren Park: Asphalt-Softball-01 ,McCarren Park: Asphalt-Softball-02",,,01,94,-73.95263609999999,40.7213441
27,381422,SummerScreen,2018-08-29T18:00:00+00:00,2018-08-29T22:00:00+00:00,Parks Department,Special Event,Brooklyn,"McCarren Park: Asphalt-Softball-01 ,McCarren Park: Asphalt-Softball-02",,,01,94,-73.95263609999999,40.7213441
28,381203,JOP Locations,2018-08-13T07:00:00+00:00,2018-08-13T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
29,381203,JOP Locations,2018-08-14T07:00:00+00:00,2018-08-14T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
30,381203,JOP Locations,2018-08-15T07:00:00+00:00,2018-08-15T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
31,381203,JOP Locations,2018-08-16T07:00:00+00:00,2018-08-16T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
32,381203,JOP Locations,2018-08-17T07:00:00+00:00,2018-08-17T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
33,381203,JOP Locations,2018-08-20T07:00:00+00:00,2018-08-20T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
34,381203,JOP Locations,2018-08-21T07:00:00+00:00,2018-08-21T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
35,381203,JOP Locations,2018-08-22T07:00:00+00:00,2018-08-22T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
36,381203,JOP Locations,2018-08-23T07:00:00+00:00,2018-08-23T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
37,381203,JOP Locations,2018-08-24T07:00:00+00:00,2018-08-24T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
38,381203,JOP Locations,2018-08-27T07:00:00+00:00,2018-08-27T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
39,381203,JOP Locations,2018-08-28T07:00:00+00:00,2018-08-28T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
40,381203,JOP Locations,2018-08-29T07:00:00+00:00,2018-08-29T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
41,381203,JOP Locations,2018-08-30T07:00:00+00:00,2018-08-30T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
42,381203,JOP Locations,2018-08-31T07:00:00+00:00,2018-08-31T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
43,381203,JOP Locations,2018-09-03T07:00:00+00:00,2018-09-03T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
44,381203,JOP Locations,2018-09-04T07:00:00+00:00,2018-09-04T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
45,381203,JOP Locations,2018-09-05T07:00:00+00:00,2018-09-05T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
46,381203,JOP Locations,2018-09-06T07:00:00+00:00,2018-09-06T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
47,381203,JOP Locations,2018-09-07T07:00:00+00:00,2018-09-07T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
48,381203,JOP Locations,2018-09-10T07:00:00+00:00,2018-09-10T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
49,381203,JOP Locations,2018-09-11T07:00:00+00:00,2018-09-11T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Booker T. Washington Playground: Soccer-01 ,Tecumseh Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Matthew P. Sapolin Playground: Softball-01 ,Sol Lain Plgd: Softbal",,,"03, 06, 07, 08, 09, 10, 11","13, 19, 20, 24, 25, 26, 30, 32, 7",-73.938462,40.8093235
50,381338,Celebration,2018-09-08T16:00:00+00:00,2018-09-08T18:00:00+00:00,Parks Department,Special Event,Manhattan,"Fort Tryon Park: Linden Terrace ,Fort Tryon Park: Billings Lawn ,Fort Tryon Park: Heather Garden",,,12,34,-73.9344866,40.8602314
51,381359,Celebration,2018-09-07T15:00:00+00:00,2018-09-07T16:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,,64,22,-73.97303629999999,40.77763789999999
52,381374,Sandcastles,2018-08-11T15:00:00+00:00,2018-08-11T20:00:00+00:00,Parks Department,Special Event,Brooklyn,Coney Island Beach & Boardwalk: W 10 St Performance Area,,,13,60,-73.9787857,40.5726046
53,381374,Sandcastles,2018-09-08T15:00:00+00:00,2018-09-08T20:00:00+00:00,Parks Department,Special Event,Brooklyn,Coney Island Beach & Boardwalk: W 10 St Performance Area,,,13,60,-73.9787857,40.5726046
54,381384,Barbecue,2018-08-25T10:00:00+00:00,2018-08-25T18:00:00+00:00,Parks Department,Special Event,Manhattan,"Thomas Jefferson Park: 111th St Picnic/BBQ Area I ,Thomas Jefferson Park: 111th St Picnic/BBQ Area J ,Thomas Jefferson Park: 111th St Picnic/BBQ Area K ,Thomas Jefferson Park: 111th St Picnic/BBQ Area L ,Thomas Jefferson Park: 111th St Picnic/BBQ Area M ,Thomas Jefferson Park: 111th St Picnic/BBQ Area O ,Thomas Jefferson Park: 111th St Picnic/BBQ Area P ,Thomas Jefferson Park: 111th St Picnic/BBQ Area N ,Thomas Jefferson Park: Softball-01",,,11,23,-73.9352473,40.7933657
55,381387,Celebration,2018-08-23T15:30:00+00:00,2018-08-23T17:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,,64,22,-73.97303629999999,40.77763789999999
56,381390,Celebration,2018-08-31T13:30:00+00:00,2018-08-31T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,,64,22,-73.9765048,40.7669241
57,381394,Summer on the Hudson Zumba,2018-08-11T11:00:00+00:00,2018-08-11T12:00:00+00:00,Parks Department,Special Event,Manhattan,West Harlem Piers: Excursion Pier,,,9,26,-73.9610999,40.8194924
58,381394,Summer on the Hudson Zumba,2018-08-18T11:00:00+00:00,2018-08-18T12:00:00+00:00,Parks Department,Special Event,Manhattan,West Harlem Piers: Excursion Pier,,,9,26,-73.9610999,40.8194924
59,381394,Summer on the Hudson Zumba,2018-08-25T11:00:00+00:00,2018-08-25T12:00:00+00:00,Parks Department,Special Event,Manhattan,West Harlem Piers: Excursion Pier,,,9,26,-73.9610999,40.8194924
60,381394,Summer on the Hudson Zumba,2018-09-01T11:00:00+00:00,2018-09-01T12:00:00+00:00,Parks Department,Special Event,Manhattan,West Harlem Piers: Excursion Pier,,,9,26,-73.9610999,40.8194924
61,381394,Summer on the Hudson Zumba,2018-09-08T11:00:00+00:00,2018-09-08T12:00:00+00:00,Parks Department,Special Event,Manhattan,West Harlem Piers: Excursion Pier,,,9,26,-73.9610999,40.8194924
62,381404,Summer on the Hudson Butt And Gut,2018-08-11T11:00:00+00:00,2018-08-11T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Soliders & Sailors Monument,,,7,24,-73.9790084,40.7919925
63,381404,Summer on the Hudson Butt And Gut,2018-08-18T11:00:00+00:00,2018-08-18T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Soliders & Sailors Monument,,,7,24,-73.9790084,40.7919925
64,381404,Summer on the Hudson Butt And Gut,2018-08-25T11:00:00+00:00,2018-08-25T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Soliders & Sailors Monument,,,7,24,-73.9790084,40.7919925
65,381404,Summer on the Hudson Butt And Gut,2018-09-01T11:00:00+00:00,2018-09-01T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Soliders & Sailors Monument,,,7,24,-73.9790084,40.7919925
