,event_id,event_name,start_datetime,end_datetime,event_agency,event_type,event_borough,event_location,event_street_side,street_closure_type,community_board,police_precinct
1653,394580,Norwood Youthmarket,2018-08-30T12:00:00+00:00,2018-08-30T19:00:00+00:00,Street Activity Permit Office,Farmers Market,Bronx,EAST GUN HILL ROAD between DEKALB AVENUE and ROCHAMBEAU AVENUE,South,Sidewalk and Curb Lane Closure,7,52
1654,394580,Norwood Youthmarket,2018-09-06T12:00:00+00:00,2018-09-06T19:00:00+00:00,Street Activity Permit Office,Farmers Market,Bronx,EAST GUN HILL ROAD between DEKALB AVENUE and ROCHAMBEAU AVENUE,South,Sidewalk and Curb Lane Closure,7,52
1655,394583,Woodhull Hospital Youthmarket,2018-08-15T08:00:00+00:00,2018-08-15T15:00:00+00:00,Street Activity Permit Office,Farmers Market,Brooklyn,MARCUS GARVEY BOULEVARD between BROADWAY and PARK AVENUE,West,Partial Sidewalk Closure,3,"79, 81"
1656,394583,Woodhull Hospital Youthmarket,2018-08-22T08:00:00+00:00,2018-08-22T15:00:00+00:00,Street Activity Permit Office,Farmers Market,Brooklyn,MARCUS GARVEY BOULEVARD between BROADWAY and PARK AVENUE,West,Partial Sidewalk Closure,3,"79, 81"
1657,394583,Woodhull Hospital Youthmarket,2018-08-29T08:00:00+00:00,2018-08-29T15:00:00+00:00,Street Activity Permit Office,Farmers Market,Brooklyn,MARCUS GARVEY BOULEVARD between BROADWAY and PARK AVENUE,West,Partial Sidewalk Closure,3,"79, 81"
1658,394583,Woodhull Hospital Youthmarket,2018-09-05T08:00:00+00:00,2018-09-05T15:00:00+00:00,Street Activity Permit Office,Farmers Market,Brooklyn,MARCUS GARVEY BOULEVARD between BROADWAY and PARK AVENUE,West,Partial Sidewalk Closure,3,"79, 81"
1659,394591,The Fort Greene Park Jazz Festival.com,2018-09-08T15:00:00+00:00,2018-09-08T19:00:00+00:00,Parks Department,Special Event,Brooklyn,Fort Greene Park: Mrytle and Washington Park Entrance,,,2,88
1660,394612,Community Enhancement Day,2018-08-18T10:00:00+00:00,2018-08-18T17:00:00+00:00,Parks Department,Special Event,Bronx,Crotona Park: Crotona Park,,,3,42
1661,394637,GSS/BRAG Peace Circle,2018-08-25T12:00:00+00:00,2018-08-25T17:00:00+00:00,Street Activity Permit Office,Block Party,Bronx,MORRIS AVENUE between EAST 183 STREET and FIELD PLACE,Full,Full Street Closure,5,46
1662,394641,GSS/BRAG Peace Circle,2018-08-11T12:00:00+00:00,2018-08-11T17:00:00+00:00,Street Activity Permit Office,Block Party,Bronx,EAST 223 STREET between BARNES AVENUE and BRONXWOOD AVENUE,Full,Full Street Closure,12,47
1663,394652,Celebration,2018-09-01T15:30:00+00:00,2018-09-01T17:30:00+00:00,Parks Department,Special Event,Manhattan,"Central Park: Wagner Cove ,Central Park: Cherry Hill",,,64,22
1664,394658,Celebration,2018-08-18T15:00:00+00:00,2018-08-18T17:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,,64,22
1665,394666,Performance,2018-08-11T15:00:00+00:00,2018-08-11T19:00:00+00:00,Parks Department,Special Event,Brooklyn,"Commodore Barry Park: Performance Space ,Commodore Barry Park: Lawn/Sitting Area",,,2,88
1666,394676,Barbecue,2018-08-30T10:00:00+00:00,2018-08-30T17:00:00+00:00,Parks Department,Special Event,Manhattan,Randall's Island Park: Hilltop Picnic Area,,,11,25
1667,394686,Community Basketball Tournament,2018-08-13T17:00:00+00:00,2018-08-13T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1668,394686,Community Basketball Tournament,2018-08-14T17:00:00+00:00,2018-08-14T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1669,394686,Community Basketball Tournament,2018-08-15T17:00:00+00:00,2018-08-15T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1670,394686,Community Basketball Tournament,2018-08-16T17:00:00+00:00,2018-08-16T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1671,394686,Community Basketball Tournament,2018-08-20T17:00:00+00:00,2018-08-20T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1672,394686,Community Basketball Tournament,2018-08-21T17:00:00+00:00,2018-08-21T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1673,394686,Community Basketball Tournament,2018-08-22T17:00:00+00:00,2018-08-22T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1674,394686,Community Basketball Tournament,2018-08-23T17:00:00+00:00,2018-08-23T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1675,394686,Community Basketball Tournament,2018-08-27T17:00:00+00:00,2018-08-27T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1676,394686,Community Basketball Tournament,2018-08-28T17:00:00+00:00,2018-08-28T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1677,394686,Community Basketball Tournament,2018-08-29T17:00:00+00:00,2018-08-29T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1678,394686,Community Basketball Tournament,2018-08-30T17:00:00+00:00,2018-08-30T20:00:00+00:00,Parks Department,Special Event,Manhattan,"Fred Samuel Playground: Fred Samuel Playground ,Fred Samuel Playground: Basketball-01",,,10,32
1679,394724,Elliott's Gymnastics Classes,2018-08-15T12:30:00+00:00,2018-08-15T17:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Mariners' Playground Lawn,,,64,22
1680,394724,Elliott's Gymnastics Classes,2018-08-22T12:30:00+00:00,2018-08-22T17:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Mariners' Playground Lawn,,,64,22
1681,394724,Elliott's Gymnastics Classes,2018-08-29T12:30:00+00:00,2018-08-29T17:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Mariners' Playground Lawn,,,64,22
1682,394763,Ruffin Family Reunion,2018-08-25T09:00:00+00:00,2018-08-25T19:00:00+00:00,Parks Department,Special Event,Brooklyn,Prospect Park: Grecian Shelter/Peristyle Lawn West,,,55,78
1683,394818,NYPD Communty Resource Fair,2018-08-23T12:00:00+00:00,2018-08-23T17:00:00+00:00,Parks Department,Special Event,Manhattan,"Hamilton Fish Park: Hamilton Fish Park ,Hamilton Fish Park: Basketball-01 ,Hamilton Fish Park: Basketball-02 ,Hamilton Fish Park: Sitting Area ,Hamilton Fish Park: North Terrace Playground",,,"03, 3",7
1684,394919,Miscellaneous,2018-08-13T11:00:00+00:00,2018-08-13T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Playground B,,,6,78
1685,394919,Miscellaneous,2018-08-14T11:00:00+00:00,2018-08-14T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Playground B,,,6,78
1686,394919,Miscellaneous,2018-08-15T11:00:00+00:00,2018-08-15T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Playground B,,,6,78
1687,394919,Miscellaneous,2018-08-16T11:00:00+00:00,2018-08-16T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Playground B,,,6,78
1688,394919,Miscellaneous,2018-08-17T11:00:00+00:00,2018-08-17T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Playground B,,,6,78
1689,394919,Miscellaneous,2018-08-20T11:00:00+00:00,2018-08-20T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Playground B,,,6,78
1690,394919,Miscellaneous,2018-08-21T11:00:00+00:00,2018-08-21T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Playground B,,,6,78
1691,394919,Miscellaneous,2018-08-22T11:00:00+00:00,2018-08-22T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Playground B,,,6,78
1692,394919,Miscellaneous,2018-08-23T11:00:00+00:00,2018-08-23T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Playground B,,,6,78
1693,394919,Miscellaneous,2018-08-24T11:00:00+00:00,2018-08-24T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Playground B,,,6,78
1694,394945,Covert Street Block Party,2018-08-18T11:00:00+00:00,2018-08-18T19:00:00+00:00,Street Activity Permit Office,Block Party,Brooklyn,COVERT STREET between WILSON AVENUE and CENTRAL AVENUE,Full,Full Street Closure,4,83
1695,395034,Bay 43 street block party,2018-08-18T11:00:00+00:00,2018-08-18T20:00:00+00:00,Street Activity Permit Office,Block Party,Brooklyn,BAY 43 STREET between HARWAY AVENUE and BATH AVENUE,Full,Full Street Closure,13,60
1696,395123,Soul Summit Music,2018-08-12T16:00:00+00:00,2018-08-12T20:00:00+00:00,Parks Department,Special Event,Brooklyn,Fort Greene Park: Monument Plaza,,,2,88
1697,395190,Hippo Playground Summer Art in the Park,2018-08-13T10:00:00+00:00,2018-08-13T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1698,395190,Hippo Playground Summer Art in the Park,2018-08-14T10:00:00+00:00,2018-08-14T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1699,395190,Hippo Playground Summer Art in the Park,2018-08-15T10:00:00+00:00,2018-08-15T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1700,395190,Hippo Playground Summer Art in the Park,2018-08-16T10:00:00+00:00,2018-08-16T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1701,395190,Hippo Playground Summer Art in the Park,2018-08-17T10:00:00+00:00,2018-08-17T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1702,395190,Hippo Playground Summer Art in the Park,2018-08-20T10:00:00+00:00,2018-08-20T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1703,395190,Hippo Playground Summer Art in the Park,2018-08-21T10:00:00+00:00,2018-08-21T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1704,395190,Hippo Playground Summer Art in the Park,2018-08-22T10:00:00+00:00,2018-08-22T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1705,395190,Hippo Playground Summer Art in the Park,2018-08-23T10:00:00+00:00,2018-08-23T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1706,395190,Hippo Playground Summer Art in the Park,2018-08-24T10:00:00+00:00,2018-08-24T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1707,395190,Hippo Playground Summer Art in the Park,2018-08-27T10:00:00+00:00,2018-08-27T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1708,395190,Hippo Playground Summer Art in the Park,2018-08-28T10:00:00+00:00,2018-08-28T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1709,395190,Hippo Playground Summer Art in the Park,2018-08-29T10:00:00+00:00,2018-08-29T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1710,395190,Hippo Playground Summer Art in the Park,2018-08-30T10:00:00+00:00,2018-08-30T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1711,395190,Hippo Playground Summer Art in the Park,2018-08-31T10:00:00+00:00,2018-08-31T12:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Playground-Hippo (91st)-RSP,,,7,24
1712,395206,RCTA Sunset Concert Series,2018-08-11T19:00:00+00:00,2018-08-11T21:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Esplanade - 91st-100th Street-RSP,,,7,24
1713,395206,RCTA Sunset Concert Series,2018-08-18T19:00:00+00:00,2018-08-18T21:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park: Esplanade - 91st-100th Street-RSP,,,7,24
1714,395209,VTC 23rd ANNIV VIGIL,2018-08-15T19:30:00+00:00,2018-08-15T22:30:00+00:00,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Vatican Pavillion,,,81,110
1715,395211,OL NATIVITY VIGIL,2018-09-08T19:30:00+00:00,2018-09-08T22:30:00+00:00,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Vatican Pavillion,,,81,110
1716,395240,Urban Explorers Day Camp,2018-08-14T11:00:00+00:00,2018-08-14T15:00:00+00:00,Parks Department,Special Event,Staten Island,Franklin D Roosevelt Boardwalk and Beach: BBQ Area 1 Midland,,,95,122
1717,395240,Urban Explorers Day Camp,2018-08-22T11:00:00+00:00,2018-08-22T15:00:00+00:00,Parks Department,Special Event,Staten Island,Franklin D Roosevelt Boardwalk and Beach: BBQ Area 1 Midland,,,95,122
1718,395241,CPSports Summer Program,2018-08-13T09:00:00+00:00,2018-08-13T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1719,395241,CPSports Summer Program,2018-08-14T09:00:00+00:00,2018-08-14T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1720,395241,CPSports Summer Program,2018-08-15T09:00:00+00:00,2018-08-15T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1721,395241,CPSports Summer Program,2018-08-16T09:00:00+00:00,2018-08-16T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1722,395241,CPSports Summer Program,2018-08-17T09:00:00+00:00,2018-08-17T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1723,395241,CPSports Summer Program,2018-08-20T09:00:00+00:00,2018-08-20T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1724,395241,CPSports Summer Program,2018-08-21T09:00:00+00:00,2018-08-21T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1725,395241,CPSports Summer Program,2018-08-22T09:00:00+00:00,2018-08-22T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1726,395241,CPSports Summer Program,2018-08-23T09:00:00+00:00,2018-08-23T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1727,395241,CPSports Summer Program,2018-08-24T09:00:00+00:00,2018-08-24T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1728,395241,CPSports Summer Program,2018-08-27T09:00:00+00:00,2018-08-27T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1729,395241,CPSports Summer Program,2018-08-28T09:00:00+00:00,2018-08-28T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1730,395241,CPSports Summer Program,2018-08-29T09:00:00+00:00,2018-08-29T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1731,395241,CPSports Summer Program,2018-08-30T09:00:00+00:00,2018-08-30T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1732,395241,CPSports Summer Program,2018-08-31T09:00:00+00:00,2018-08-31T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1733,395243,CPSports Summer Program,2018-08-13T12:30:00+00:00,2018-08-13T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1734,395243,CPSports Summer Program,2018-08-14T12:30:00+00:00,2018-08-14T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1735,395243,CPSports Summer Program,2018-08-15T12:30:00+00:00,2018-08-15T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1736,395243,CPSports Summer Program,2018-08-16T12:30:00+00:00,2018-08-16T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1737,395243,CPSports Summer Program,2018-08-17T12:30:00+00:00,2018-08-17T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1738,395243,CPSports Summer Program,2018-08-20T12:30:00+00:00,2018-08-20T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1739,395243,CPSports Summer Program,2018-08-21T12:30:00+00:00,2018-08-21T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1740,395243,CPSports Summer Program,2018-08-22T12:30:00+00:00,2018-08-22T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1741,395243,CPSports Summer Program,2018-08-23T12:30:00+00:00,2018-08-23T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1742,395243,CPSports Summer Program,2018-08-24T12:30:00+00:00,2018-08-24T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1743,395243,CPSports Summer Program,2018-08-27T12:30:00+00:00,2018-08-27T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1744,395243,CPSports Summer Program,2018-08-28T12:30:00+00:00,2018-08-28T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1745,395243,CPSports Summer Program,2018-08-29T12:30:00+00:00,2018-08-29T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1746,395243,CPSports Summer Program,2018-08-30T12:30:00+00:00,2018-08-30T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1747,395243,CPSports Summer Program,2018-08-31T12:30:00+00:00,2018-08-31T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1748,395244,CPSports Summer Program,2018-09-04T09:00:00+00:00,2018-09-04T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1749,395244,CPSports Summer Program,2018-09-05T09:00:00+00:00,2018-09-05T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1750,395244,CPSports Summer Program,2018-09-06T09:00:00+00:00,2018-09-06T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1751,395244,CPSports Summer Program,2018-09-07T09:00:00+00:00,2018-09-07T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1752,395244,CPSports Summer Program,2018-09-10T09:00:00+00:00,2018-09-10T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1753,395244,CPSports Summer Program,2018-09-11T09:00:00+00:00,2018-09-11T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: South Dead Road A,,,64,22
1754,395247,CPSports Summer Program,2018-09-04T12:30:00+00:00,2018-09-04T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1755,395247,CPSports Summer Program,2018-09-05T12:30:00+00:00,2018-09-05T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1756,395247,CPSports Summer Program,2018-09-06T12:30:00+00:00,2018-09-06T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1757,395247,CPSports Summer Program,2018-09-07T12:30:00+00:00,2018-09-07T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1758,395247,CPSports Summer Program,2018-09-10T12:30:00+00:00,2018-09-10T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1759,395247,CPSports Summer Program,2018-09-11T12:30:00+00:00,2018-09-11T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Lawn Outside Levin Playground (Section B),,,64,22
1760,395298,Bike New York Summer Program VCP,2018-08-13T10:00:00+00:00,2018-08-13T17:00:00+00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Southwest MPPA,,,26,50
1761,395298,Bike New York Summer Program VCP,2018-08-14T10:00:00+00:00,2018-08-14T17:00:00+00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Southwest MPPA,,,26,50
1762,395298,Bike New York Summer Program VCP,2018-08-15T10:00:00+00:00,2018-08-15T17:00:00+00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Southwest MPPA,,,26,50
1763,395298,Bike New York Summer Program VCP,2018-08-16T10:00:00+00:00,2018-08-16T17:00:00+00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Southwest MPPA,,,26,50
1764,395298,Bike New York Summer Program VCP,2018-08-17T10:00:00+00:00,2018-08-17T17:00:00+00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Southwest MPPA,,,26,50
1765,395301,Bike New York Summer Program CRO,2018-08-13T10:00:00+00:00,2018-08-13T17:00:00+00:00,Parks Department,Special Event,Bronx,St. Mary's Park: St Mary's Playground East,,,1,40
1766,395301,Bike New York Summer Program CRO,2018-08-14T10:00:00+00:00,2018-08-14T17:00:00+00:00,Parks Department,Special Event,Bronx,St. Mary's Park: St Mary's Playground East,,,1,40
1767,395301,Bike New York Summer Program CRO,2018-08-15T10:00:00+00:00,2018-08-15T17:00:00+00:00,Parks Department,Special Event,Bronx,St. Mary's Park: St Mary's Playground East,,,1,40
1768,395301,Bike New York Summer Program CRO,2018-08-16T10:00:00+00:00,2018-08-16T17:00:00+00:00,Parks Department,Special Event,Bronx,St. Mary's Park: St Mary's Playground East,,,1,40
1769,395301,Bike New York Summer Program CRO,2018-08-17T10:00:00+00:00,2018-08-17T17:00:00+00:00,Parks Department,Special Event,Bronx,St. Mary's Park: St Mary's Playground East,,,1,40
1770,395303,Celebration,2018-09-01T13:30:00+00:00,2018-09-01T15:30:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,,64,22
1771,395308,Bike New York Summer Program IH,2018-08-13T10:00:00+00:00,2018-08-13T17:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Dyckman-Hockey-01,,,12,34
1772,395308,Bike New York Summer Program IH,2018-08-14T10:00:00+00:00,2018-08-14T17:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Dyckman-Hockey-01,,,12,34
1773,395308,Bike New York Summer Program IH,2018-08-15T10:00:00+00:00,2018-08-15T17:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Dyckman-Hockey-01,,,12,34
1774,395308,Bike New York Summer Program IH,2018-08-17T10:00:00+00:00,2018-08-17T17:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Dyckman-Hockey-01,,,12,34
1775,395309,Bike New York Summer Program JR,2018-08-13T10:00:00+00:00,2018-08-13T17:00:00+00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Plgd One Fifty Two-Handball-01,,,10,30
1776,395309,Bike New York Summer Program JR,2018-08-14T10:00:00+00:00,2018-08-14T17:00:00+00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Plgd One Fifty Two-Handball-01,,,10,30
1777,395309,Bike New York Summer Program JR,2018-08-15T10:00:00+00:00,2018-08-15T17:00:00+00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Plgd One Fifty Two-Handball-01,,,10,30
1778,395309,Bike New York Summer Program JR,2018-08-16T10:00:00+00:00,2018-08-16T17:00:00+00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Plgd One Fifty Two-Handball-01,,,10,30
1779,395309,Bike New York Summer Program JR,2018-08-17T10:00:00+00:00,2018-08-17T17:00:00+00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Plgd One Fifty Two-Handball-01,,,10,30
1780,395310,Bike New York Summer Program ERP,2018-08-13T10:00:00+00:00,2018-08-13T17:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: 6 Street BBQ,,,3,9
1781,395310,Bike New York Summer Program ERP,2018-08-14T10:00:00+00:00,2018-08-14T17:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: 6 Street BBQ,,,3,9
1782,395310,Bike New York Summer Program ERP,2018-08-15T10:00:00+00:00,2018-08-15T17:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: 6 Street BBQ,,,3,9
1783,395310,Bike New York Summer Program ERP,2018-08-16T10:00:00+00:00,2018-08-16T17:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: 6 Street BBQ,,,3,9
1784,395310,Bike New York Summer Program ERP,2018-08-17T10:00:00+00:00,2018-08-17T17:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: 6 Street BBQ,,,3,9
1785,395316,Bike New York Summer Program EH,2018-08-13T10:00:00+00:00,2018-08-13T16:59:00+00:00,Parks Department,Special Event,Manhattan,East River Playground: Basketball-01,,,11,23
1786,395316,Bike New York Summer Program EH,2018-08-14T10:00:00+00:00,2018-08-14T16:59:00+00:00,Parks Department,Special Event,Manhattan,East River Playground: Basketball-01,,,11,23
1787,395316,Bike New York Summer Program EH,2018-08-15T10:00:00+00:00,2018-08-15T16:59:00+00:00,Parks Department,Special Event,Manhattan,East River Playground: Basketball-01,,,11,23
1788,395316,Bike New York Summer Program EH,2018-08-16T10:00:00+00:00,2018-08-16T16:59:00+00:00,Parks Department,Special Event,Manhattan,East River Playground: Basketball-01,,,11,23
1789,395316,Bike New York Summer Program EH,2018-08-17T10:00:00+00:00,2018-08-17T16:59:00+00:00,Parks Department,Special Event,Manhattan,East River Playground: Basketball-01,,,11,23
1790,395324,Bike New York Summer Program LP,2018-08-13T10:00:00+00:00,2018-08-13T17:00:00+00:00,Parks Department,Special Event,Brooklyn,Linden Park (Gershwin Park - JHS 166): Linden Park (Gershwin Park),,,5,75
1791,395324,Bike New York Summer Program LP,2018-08-14T10:00:00+00:00,2018-08-14T17:00:00+00:00,Parks Department,Special Event,Brooklyn,Linden Park (Gershwin Park - JHS 166): Linden Park (Gershwin Park),,,5,75
